Version,id,Level,M3 start,M3 finish,Crystall free,Get gold,Get food,Get stuff,Buy gold,Buy food,Buy stuff,Get bonus,Buy bonus,Quest complete,Buy energy,Buy charge,Buy amulet,Collection complete
v1,597354,2,18,17,6,1394,1076,0,0,0,0,0,2,2,0,0,0,0
v1,643975,1,4,4,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v2,954087,4,43,36,11,6516,1944,2700,195,58,0,6,7,5,3,3,0,3
v1,507284,9,152,132,20,42636,14652,16104,1705,1026,322,63,7,24,5,6,4,4
v2,857991,5,102,55,11,18315,5280,2530,549,106,25,8,35,11,5,2,3,2
v2,959883,8,209,96,20,38592,13536,11520,772,135,115,12,54,18,9,3,6,4
v2,880217,6,78,59,18,18467,5310,5310,185,159,106,6,19,8,5,4,3,4
v2,884231,7,92,75,13,27150,7650,6000,1086,306,180,14,30,13,5,5,5,3
v2,878126,5,101,53,14,17808,4452,2438,534,134,73,9,35,7,4,2,4,2
v1,594285,4,40,36,9,8280,1584,2224,248,95,0,18,7,4,3,3,1,2
v2,913075,7,85,69,16,27462,6969,5727,1098,279,115,10,27,8,4,6,3,3
v1,520261,2,15,15,6,1560,1080,0,0,0,0,0,2,2,0,0,0,0
v2,954230,1,4,4,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v2,987612,1,4,4,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v1,669751,6,58,49,11,12740,4459,3136,382,357,94,24,9,9,3,7,6,4
v1,531636,9,135,116,15,37004,15080,14964,1480,905,299,52,10,21,7,7,6,5
v2,903199,3,29,28,7,5292,1064,0,159,85,0,0,6,4,1,0,2,0
v2,886408,3,25,23,8,5244,828,0,210,66,0,0,5,4,2,0,2,0
v2,955779,3,30,29,8,5046,1015,0,303,71,0,0,5,4,1,0,2,0
v2,974248,5,129,74,15,23310,7326,3626,699,293,36,13,52,10,8,3,4,2
v2,973948,5,126,63,14,20790,5040,3087,208,202,62,10,42,10,7,2,4,2
v2,930563,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v2,857573,3,28,27,7,6156,1242,0,369,99,0,0,6,4,0,0,0,0
v1,492324,2,18,17,7,1377,1057,0,0,0,0,0,2,2,0,0,0,0
v2,880894,4,39,33,11,5049,1881,3234,202,75,0,6,8,8,1,3,1,2
v1,515971,2,18,17,7,1836,1068,0,0,0,0,0,2,2,0,0,0,0
v2,863015,2,16,15,6,1425,990,0,0,0,0,0,2,2,0,0,0,0
v1,603658,8,162,92,20,29716,9384,9292,1189,657,186,39,32,13,7,4,5,3
v1,520435,1,4,4,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v1,523611,3,33,31,8,6045,1085,0,363,54,0,0,6,4,1,0,1,0
v2,964281,9,142,119,14,42007,18683,15827,546,374,158,15,39,21,3,10,4,5
v2,857573,6,80,61,12,18666,5124,5490,373,102,165,9,21,7,7,6,7,3
v1,654136,7,89,76,11,29944,6612,5928,1797,397,178,30,9,11,2,7,6,3
v1,552729,1,4,4,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v2,943804,1,4,4,5,1075,0,0,0,0,0,0,0,2,0,0,0,0
v1,534046,3,26,25,7,4500,850,0,270,43,0,0,5,4,0,0,2,0
v1,481230,6,69,61,9,16043,5917,4209,963,296,168,26,6,10,2,4,3,3
v2,891013,6,75,57,16,18069,4959,4560,181,99,46,11,26,10,3,4,6,4
v1,657754,5,97,55,10,15455,3135,2695,927,251,54,24,26,11,3,3,3,2
v1,542287,9,132,114,17,35796,12768,14592,1074,894,292,50,8,16,10,10,4,5
v2,879172,2,18,17,6,1564,1190,0,0,0,0,0,1,2,0,0,0,0
v1,637220,2,15,14,5,1512,1069,0,0,0,0,0,1,2,0,0,0,0
v2,912964,1,4,4,5,1072,0,0,0,0,0,0,0,2,0,0,0,0
v2,887521,1,5,5,5,1075,0,0,0,0,0,0,0,2,0,0,0,0
v1,485789,2,15,15,7,1440,1061,0,0,0,0,0,2,2,0,0,0,0
v1,507284,2,16,16,6,1296,1066,0,0,0,0,0,2,2,0,0,0,0
v1,635533,8,161,85,20,26945,10625,10030,1617,850,401,43,32,9,5,6,4,4
v2,887263,3,30,29,8,5452,1276,0,218,89,0,0,5,4,0,0,1,0
v1,563601,2,18,17,7,1904,1074,0,0,0,0,0,2,2,0,0,0,0
v1,612055,7,92,81,11,25191,8343,7047,1260,417,282,35,8,9,3,4,3,3
v1,651954,9,145,120,12,37560,12600,12120,2254,630,364,60,6,20,4,8,4,4
v1,625094,5,94,55,11,15455,3245,2035,618,260,41,22,23,11,6,2,2,2
v2,972455,4,36,31,10,6789,1550,2449,204,47,0,5,8,7,1,2,2,2
v1,491297,2,17,17,6,1751,1054,0,0,0,0,0,2,2,0,0,0,0
v2,928523,2,18,17,6,1768,1343,0,0,0,0,0,2,2,0,0,0,0
v1,628888,2,16,15,6,1605,1067,0,0,0,0,0,2,2,0,0,0,0
v2,906440,6,63,47,18,14617,3854,3337,146,154,33,6,21,9,6,7,6,3
v2,962517,2,15,14,7,1330,1078,0,0,0,0,0,1,2,0,0,0,0
v1,597333,4,37,32,10,6912,1440,1864,207,86,0,16,6,3,0,2,0,2
v1,491297,9,155,129,24,43215,18447,16770,2161,1291,503,52,13,18,2,10,5,4
v2,979251,5,111,62,15,20336,5270,2914,610,105,29,12,39,10,9,2,4,2
v1,632412,9,156,139,21,46287,15290,15707,1851,1223,471,68,14,21,7,10,4,5
v1,683798,4,31,27,11,4995,891,1567,250,45,0,14,5,5,3,3,0,2
v2,983300,2,17,16,7,1504,848,0,0,0,0,0,2,2,0,0,0,0
v1,596412,7,86,73,15,23652,7738,5767,1183,464,173,31,9,12,3,5,4,3
v2,884832,3,32,31,7,6448,1333,0,387,93,0,0,6,4,1,0,1,0
v1,587179,6,67,56,9,15344,5320,3752,460,426,150,24,8,10,3,7,5,3
v1,569650,2,15,14,6,1470,1072,0,0,0,0,0,1,2,0,0,0,0
v1,503628,5,82,53,11,13409,4293,2067,670,215,83,22,21,6,6,1,2,1
v2,959883,2,15,14,6,1344,1008,0,0,0,0,0,2,2,0,0,0,0
v2,864683,4,37,32,11,5408,1760,2144,162,53,0,4,8,7,1,3,0,3
v1,661834,2,18,18,5,2124,1079,0,0,0,0,0,2,2,0,0,0,0
v2,855634,3,33,31,9,6975,1023,0,279,61,0,0,6,4,3,0,1,0
v2,855800,1,4,4,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v1,687193,10,176,155,16,58590,25420,26970,1172,1271,809,76,14,31,10,11,7,4
v1,513596,2,18,17,5,1632,1079,0,0,0,0,0,2,2,0,0,0,0
v1,587179,3,31,28,7,5964,1008,0,239,50,0,0,6,4,2,0,2,0
v1,519908,9,150,135,16,41175,13500,15525,1235,1080,311,61,12,27,9,10,8,3
v2,907114,1,5,5,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v2,876116,8,201,103,22,42127,16480,13493,421,165,270,16,54,10,6,5,4,4
v1,587179,9,134,114,15,38418,12654,12540,1153,759,502,55,10,11,3,6,8,3
v2,857001,5,110,57,13,19836,5130,2736,198,103,27,10,38,7,7,2,4,2
v1,474087,4,34,31,9,5983,1209,2364,359,73,0,16,6,6,0,2,0,2
v2,864683,3,26,25,8,4025,1150,0,161,69,0,0,5,4,0,0,1,0
v1,512481,1,4,4,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v1,478807,10,191,168,16,67032,31416,25536,1341,1571,511,77,8,30,6,10,6,5
v2,866448,1,5,5,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v2,897445,6,68,50,13,15300,4050,4150,306,81,125,10,17,7,4,5,3,3
v2,878126,2,15,14,5,1302,728,0,0,0,0,0,2,2,0,0,0,0
v1,510119,3,34,31,7,7440,1240,0,298,74,0,0,6,4,0,0,1,0
v2,954087,5,112,59,13,19883,5664,2773,596,170,55,7,37,9,6,3,3,2
v2,943882,8,190,99,14,41382,16830,12870,828,337,129,17,54,14,8,4,7,3
v1,560170,7,97,83,16,26643,9960,5644,799,498,169,35,9,11,3,7,3,3
v2,886408,2,17,16,7,1296,880,0,0,0,0,0,2,2,0,0,0,0
v2,888448,10,214,163,22,68460,33089,30970,205,331,155,31,44,26,12,13,5,9
v2,916023,4,43,37,13,6216,1554,3219,186,62,0,4,6,5,0,2,1,2
v2,976725,4,42,36,13,5400,1548,2700,216,46,0,6,6,9,1,3,0,2
v1,507057,10,196,171,18,60534,32319,29241,1816,970,877,74,10,31,11,9,4,4
v1,633963,6,70,61,11,16043,5246,3660,802,262,73,28,10,12,3,7,4,4
v2,870563,10,218,170,19,72250,35700,30600,434,714,245,32,46,17,14,11,3,8
v1,682118,7,82,74,12,23162,5994,5402,1390,300,216,31,9,8,1,5,4,3
v2,949337,7,94,75,14,29625,7350,6525,889,368,131,15,23,14,2,6,6,3
v1,667397,2,16,16,6,1728,1052,0,0,0,0,0,2,2,0,0,0,0
v2,884231,3,28,27,7,4806,864,0,240,60,0,0,6,4,3,0,0,0
v1,547953,7,92,83,11,27971,8549,5229,839,427,209,40,9,12,5,5,4,3
v2,978245,7,92,75,18,29250,8175,5925,1170,327,119,11,24,12,8,5,3,3
v1,531904,6,52,45,12,12105,2610,2610,605,157,52,23,8,5,5,7,4,4
v2,984110,4,35,30,11,5310,1380,2640,212,41,0,6,8,9,1,2,0,2
v1,693584,3,33,30,8,6420,1050,0,385,84,0,0,6,4,1,0,0,0
v2,855303,7,90,72,16,27000,7488,5904,810,225,177,11,24,7,8,6,5,4
v2,856623,6,72,53,18,16642,4664,3922,166,187,39,7,24,6,5,5,7,4
v2,856206,5,113,55,12,16885,5170,2365,507,207,24,7,37,6,9,3,4,2
v2,905767,1,5,5,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v2,859859,1,4,4,5,1075,0,0,0,0,0,0,0,2,0,0,0,0
v2,969118,10,194,147,20,64239,31017,25725,257,620,129,24,50,19,11,10,4,8
v2,928523,1,5,5,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v1,534046,5,87,50,9,12950,4800,2450,518,336,49,25,22,8,3,3,2,1
v2,885093,7,102,82,17,32636,8528,7216,979,256,144,11,28,11,4,5,4,3
v2,962517,1,4,4,5,1072,0,0,0,0,0,0,0,2,0,0,0,0
v2,977275,6,73,54,16,17442,4644,4212,349,186,42,5,21,11,5,5,7,4
v1,534046,4,38,32,10,7328,1472,1800,440,74,0,16,6,6,2,3,1,2
v1,559446,2,17,16,7,1904,1053,0,0,0,0,0,2,2,0,0,0,0
v1,619050,9,130,111,21,34632,16650,12099,1039,833,363,47,6,19,7,6,4,4
v1,579712,1,4,4,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v1,491139,1,5,5,5,1067,0,0,0,0,0,0,0,2,0,0,0,0
v2,900365,4,41,35,12,7700,2065,2905,231,83,0,5,7,6,1,3,0,2
v2,955697,6,62,47,14,14429,4136,3901,289,83,78,8,19,8,7,4,4,3
v1,542039,3,27,25,8,5775,1100,0,347,77,0,0,5,4,0,0,2,0
v2,965108,6,60,44,18,14564,3872,3520,146,116,106,8,19,6,5,5,5,3
v1,578772,8,180,106,12,35298,15052,11236,1765,903,449,52,32,14,7,4,6,4
v1,547031,2,16,15,5,1545,1054,0,0,0,0,0,2,2,0,0,0,0
v2,869063,2,18,17,5,1513,1088,0,0,0,0,0,1,2,0,0,0,0
v2,884961,3,33,32,7,5440,1152,0,272,58,0,0,5,4,3,0,2,0
v1,556481,4,31,26,11,4992,1222,1754,300,86,0,13,5,3,2,2,0,2
v1,697041,7,84,70,14,21840,6020,5880,874,301,235,32,11,8,4,4,5,2
v1,546123,2,15,14,5,1638,1054,0,0,0,0,0,1,2,0,0,0,0
v1,641774,5,80,52,12,13260,3536,2340,663,212,70,24,25,6,4,2,3,2
v1,593667,2,18,17,6,1887,1058,0,0,0,0,0,2,2,0,0,0,0
v1,477716,7,84,72,16,23976,8280,6840,719,497,205,29,7,9,1,4,4,3
v1,581849,1,4,4,5,1064,0,0,0,0,0,0,0,2,0,0,0,0
v1,604681,3,28,25,8,4850,950,0,194,48,0,0,5,4,2,0,0,0
v2,955524,2,18,17,7,1938,1190,0,0,0,0,0,2,2,0,0,0,0
v1,687193,2,18,17,7,2006,1066,0,0,0,0,0,2,2,0,0,0,0
v1,487417,4,39,34,10,7650,1666,2088,459,117,0,17,7,10,1,3,0,2
v2,869063,5,130,69,15,23184,6624,3036,232,132,30,11,48,7,8,3,3,3
v2,864683,2,17,16,6,1472,1264,0,0,0,0,0,1,2,0,0,0,0
v2,979920,1,4,4,5,1072,0,0,0,0,0,0,0,2,0,0,0,0
v2,919863,1,5,5,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v1,563601,10,180,160,27,57920,27040,26880,1158,811,806,74,8,32,6,8,7,4
v1,514653,8,172,95,21,30305,9500,10545,1212,475,422,41,29,17,3,7,6,4
v1,676820,7,84,72,10,23976,6552,4824,1199,393,145,36,9,10,2,4,6,3
v1,652762,9,157,141,20,48504,17766,15651,1940,1421,470,68,8,20,5,8,7,4
v1,637220,3,25,23,9,4439,1150,0,178,81,0,0,5,4,0,0,2,0
v1,507284,3,31,28,7,4788,1204,0,192,84,0,0,6,4,0,0,0,0
v2,855800,8,204,100,24,40500,14700,12300,810,294,123,16,58,11,5,5,7,4
v2,878126,4,36,31,13,7409,1705,2356,222,68,0,5,7,6,0,3,1,2
v2,890461,7,91,73,15,26426,8030,5256,1057,402,158,13,23,9,2,4,3,3
v2,979920,5,101,47,14,14241,4136,2303,142,165,23,7,30,5,8,3,4,2
v2,937831,8,195,94,25,34780,14288,11468,696,286,229,9,54,16,11,4,5,4
v1,610022,5,90,54,11,15336,4320,2430,767,216,49,26,27,11,2,3,2,2
v2,879661,4,45,37,9,6660,2109,2627,266,63,0,6,6,9,0,3,0,3
v1,697041,1,5,5,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v1,643975,6,51,45,14,13275,4185,2970,664,251,59,19,7,5,1,7,4,4
v1,597354,3,34,31,7,5022,1209,0,251,73,0,0,6,4,2,0,2,0
v2,932040,3,29,28,7,6692,1344,0,268,108,0,0,6,4,3,0,2,0
v2,980200,6,64,49,17,14749,4116,3871,295,165,116,7,20,6,6,4,3,3
v2,964907,7,98,80,15,31040,8720,6880,621,262,206,14,30,15,3,6,4,3
v2,955779,4,43,37,10,7030,1924,3182,281,58,0,7,8,9,2,3,1,2
v1,474087,1,5,5,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v1,517080,3,29,26,7,4290,1144,0,215,92,0,0,5,4,2,0,2,0
v2,875118,4,39,34,10,7038,1836,2414,282,55,0,5,6,5,0,2,1,2
v1,665463,5,93,60,13,15240,3180,1860,457,254,74,30,26,11,2,2,3,1
v2,908016,2,18,17,7,1581,1105,0,0,0,0,0,2,2,0,0,0,0
v2,886408,4,38,32,10,5664,1440,2080,170,43,0,6,6,8,0,3,0,3
v2,983300,4,45,37,11,6586,1924,3367,198,77,0,7,7,7,0,2,2,2
v1,651436,1,5,5,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v2,953405,1,4,4,5,1062,0,0,0,0,0,0,0,2,0,0,0,0
v1,578772,5,89,51,12,13464,5100,2346,404,255,94,21,22,7,6,3,2,1
v2,899839,4,45,38,13,9348,2166,2850,280,87,0,7,8,7,3,3,0,2
v2,978987,5,111,61,13,20069,5917,2806,401,178,84,11,41,8,4,3,3,2
v1,520435,5,83,54,9,15768,3510,1674,788,211,33,25,24,8,2,3,2,2
v1,597333,1,5,5,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v1,579672,1,4,4,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v1,491139,8,165,97,16,33853,10961,10476,1693,658,210,46,33,18,3,4,4,3
v2,864683,8,199,96,20,39168,13824,13344,783,138,133,11,52,16,10,5,6,4
v2,863815,2,17,16,5,1840,1104,0,0,0,0,0,2,2,0,0,0,0
v2,969118,9,164,136,17,51816,21352,16864,570,427,337,15,44,19,5,9,3,7
v1,651259,9,131,113,16,36160,16498,14351,1808,825,574,47,8,16,10,10,6,5
v1,628118,1,5,5,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,591739,8,188,102,16,32946,15198,10608,1977,912,212,46,32,16,5,5,4,3
v2,981943,1,5,5,5,1078,0,0,0,0,0,0,0,2,0,0,0,0
v1,547031,5,97,58,11,17342,5162,2436,1041,413,97,27,26,10,1,3,3,2
v1,659634,4,31,27,9,5238,837,1810,210,42,0,14,5,3,3,2,2,2
v2,959710,3,33,31,7,5146,1333,0,257,67,0,0,6,4,0,0,1,0
v1,534046,9,145,122,22,42334,12322,15616,2540,986,312,51,10,17,4,6,4,4
v1,633963,7,88,77,18,27874,6699,5621,1115,335,112,32,8,12,5,5,5,3
v2,863015,4,35,29,9,5220,1595,2755,209,64,0,5,6,7,0,2,0,2
v1,527328,10,171,145,27,54230,26970,22475,1627,809,450,67,9,25,12,9,4,4
v1,632412,1,5,5,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v1,491297,7,94,82,14,30340,6806,7790,1820,408,156,33,8,11,5,4,6,3
v1,523611,5,89,52,9,13312,4940,1716,666,346,51,21,21,10,4,1,2,2
v2,915584,4,44,37,12,7881,1628,2368,315,49,0,4,7,5,1,2,0,2
v1,522033,4,38,33,10,5907,1287,2155,236,77,0,17,7,3,1,3,0,2
v2,857573,8,220,112,19,46928,16464,14672,469,165,293,22,58,18,11,3,5,3
v1,685224,5,98,54,13,15930,3078,2160,797,154,65,23,25,7,3,2,3,1
v1,629784,2,15,15,6,1350,1075,0,0,0,0,0,2,2,0,0,0,0
v1,534542,1,4,4,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v2,945759,2,18,17,7,1615,935,0,0,0,0,0,2,2,0,0,0,0
v2,863815,7,96,77,14,28259,8316,6468,565,249,65,14,23,15,5,8,6,3
v1,589353,7,92,79,12,29862,6320,5609,1493,442,112,38,9,13,6,4,3,3
v1,558079,1,4,4,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,546345,5,97,60,11,16620,3780,2700,831,265,108,27,28,8,4,2,3,2
v1,495437,3,28,25,8,5000,1075,0,300,75,0,0,5,4,2,0,0,0
v1,663549,10,161,145,16,52055,21750,24505,1562,870,735,59,15,16,6,11,5,4
v2,963037,2,18,17,6,2023,969,0,0,0,0,0,2,2,0,0,0,0
v1,697041,9,143,126,12,40698,13734,15876,2035,961,635,52,11,21,9,9,6,5
v1,482258,8,164,98,14,31556,12152,10780,1578,851,216,40,37,11,8,4,5,3
v2,916603,1,5,5,5,1068,0,0,0,0,0,0,0,2,0,0,0,0
v1,679458,1,4,4,5,1057,0,0,0,0,0,0,0,2,0,0,0,0
v1,504896,1,4,4,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v1,547953,6,54,46,11,12972,4370,2944,778,350,147,23,7,8,4,5,4,3
v1,466050,9,132,116,20,36888,14616,14848,1107,877,297,51,7,23,7,10,8,4
v1,639572,3,29,27,7,5832,1134,0,175,57,0,0,5,4,1,0,1,0
v2,878126,8,198,93,17,38037,15159,11718,380,303,234,14,51,17,7,4,6,3
v2,881409,2,15,14,5,1526,1022,0,0,0,0,0,1,2,0,0,0,0
v1,681497,8,190,105,17,31815,10815,10815,1909,649,324,50,36,13,7,4,5,4
v1,638598,6,63,53,10,13992,3445,2650,420,172,133,22,6,9,1,4,3,3
v2,856206,2,16,15,6,1590,810,0,0,0,0,0,2,2,0,0,0,0
v2,916023,1,5,5,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v2,943882,1,4,4,5,1064,0,0,0,0,0,0,0,2,0,0,0,0
v1,487397,2,17,17,6,1445,1073,0,0,0,0,0,2,2,0,0,0,0
v2,916096,1,4,4,5,1078,0,0,0,0,0,0,0,2,0,0,0,0
v1,547306,4,35,32,10,7264,1184,2184,436,71,0,16,6,6,0,3,2,2
v2,875713,3,33,31,7,4743,961,0,285,67,0,0,6,4,3,0,1,0
v1,523406,3,34,31,7,5704,1023,0,285,82,0,0,6,4,1,0,1,0
v1,601431,3,35,33,9,7491,1452,0,300,102,0,0,7,4,0,0,2,0
v1,481618,4,37,31,10,6820,1488,1868,409,119,0,16,6,3,3,3,2,2
v1,569650,6,58,50,11,14450,4100,2700,867,328,54,23,8,8,5,6,5,3
v2,975730,1,5,5,5,1057,0,0,0,0,0,0,0,2,0,0,0,0
v2,929046,1,5,5,5,1060,0,0,0,0,0,0,0,2,0,0,0,0
v2,974259,4,40,34,10,7344,1870,2210,294,56,0,6,6,5,1,3,0,2
v1,644674,3,34,31,9,4991,1240,0,200,74,0,0,6,4,1,0,0,0
v2,926403,4,36,30,12,7230,1290,1800,289,52,0,5,8,5,0,2,0,2
v1,507057,2,15,14,6,1190,1076,0,0,0,0,0,1,2,0,0,0,0
v1,597333,7,92,77,11,27643,8547,6006,1382,598,180,33,10,8,1,7,6,3
v2,884183,3,34,33,7,5148,1584,0,154,111,0,0,5,4,0,0,1,0
v2,877957,1,4,4,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v1,489898,3,34,31,8,4867,992,0,195,50,0,0,6,4,2,0,2,0
v2,977018,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v2,885842,7,86,71,16,28045,7739,5893,561,310,59,13,28,14,3,7,3,4
v1,578772,1,5,5,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v2,916495,6,77,59,13,17936,5192,4897,359,104,98,8,25,9,6,7,4,4
v2,854648,10,186,145,19,59885,32915,27260,359,329,136,22,36,16,6,11,4,8
v2,866448,4,35,30,9,6180,1290,2310,247,52,0,3,6,6,3,2,1,2
v2,887202,2,16,15,5,1605,855,0,0,0,0,0,1,2,0,0,0,0
v1,510119,2,18,17,7,1360,1077,0,0,0,0,0,2,2,0,0,0,0
v2,959790,10,186,147,23,64827,27048,26460,324,270,132,21,46,29,11,14,4,8
v1,517080,8,161,92,20,28428,12604,9844,1421,630,197,40,30,9,3,5,4,3
v1,507057,3,33,31,9,7037,930,0,281,74,0,0,6,4,0,0,2,0
v1,515971,1,5,5,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v2,905221,7,86,70,13,27440,6720,5320,549,336,53,14,22,8,7,4,6,3
v1,466050,5,88,53,9,15900,3816,2014,636,267,60,23,22,8,4,2,2,2
v2,888434,5,111,58,11,19430,5104,2552,194,102,77,12,39,10,8,3,4,2
v2,957240,9,151,122,26,45018,18178,16714,315,545,334,13,41,21,9,10,7,5
v1,534542,6,61,55,9,16005,5170,3135,480,310,157,26,11,10,3,4,3,3
v2,857573,7,88,70,13,26040,7630,6300,521,305,126,11,21,10,4,6,5,3
v2,907114,3,33,31,7,4650,1550,0,233,78,0,0,6,4,2,0,1,0
v2,954230,7,97,79,14,28282,8295,5688,848,249,171,11,25,9,3,6,3,3
v2,937827,7,97,81,16,31914,8586,5751,1277,429,58,11,32,8,5,7,3,3
v1,607742,8,163,91,14,29484,11739,9555,1474,939,287,41,30,13,4,4,4,3
v2,875118,1,5,5,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v1,535977,10,200,180,25,66240,30960,27000,1325,1548,540,83,13,31,8,10,4,4
v2,866448,9,162,130,22,45630,18590,15600,319,558,156,26,42,16,8,9,3,4
v2,919863,3,29,28,9,4424,840,0,265,59,0,0,5,4,0,0,0,0
v2,983300,9,155,126,21,45360,19530,16254,408,391,325,18,50,15,12,9,4,7
v1,513782,10,196,167,15,61623,30060,25718,1849,902,514,73,10,20,5,9,7,4
v1,554436,9,139,124,16,41168,14012,16120,2470,841,484,61,12,25,6,6,8,4
v2,899839,3,29,28,8,6776,924,0,407,65,0,0,6,4,0,0,2,0
v2,964862,1,5,5,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v2,976995,3,32,31,9,5332,1271,0,213,102,0,0,6,4,2,0,2,0
v1,638598,7,90,80,15,31680,6480,4400,950,389,88,33,12,15,2,6,3,3
v2,972571,2,15,14,7,1246,1120,0,0,0,0,0,1,2,0,0,0,0
v1,681497,9,155,138,15,46230,20148,17250,1387,1209,345,58,11,15,9,6,8,3
v2,938368,5,122,60,13,18360,5400,2940,184,216,29,7,39,7,3,3,3,2
v1,613525,6,67,58,13,16066,4698,3248,964,282,162,25,6,9,5,4,3,2
v1,548249,1,5,5,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v1,544635,2,15,14,6,1162,1050,0,0,0,0,0,1,2,0,0,0,0
v2,912964,3,28,27,8,5373,1350,0,269,68,0,0,5,4,0,0,0,0
v1,543350,7,99,88,12,32912,7744,5456,1646,387,164,43,10,11,4,4,3,3
v2,870328,5,129,61,12,19398,5063,3050,388,101,31,9,40,12,7,3,3,3
v2,857991,3,30,28,9,5124,1372,0,307,82,0,0,5,4,2,0,0,0
v1,670165,6,69,59,13,14986,5192,3540,749,415,106,27,12,6,3,7,5,3
v2,974674,3,25,24,7,5256,912,0,158,73,0,0,6,4,2,0,2,0
v2,887521,4,44,37,13,7807,2146,3219,234,64,0,7,6,5,1,3,2,2
v2,932040,4,40,34,12,5440,2040,1734,218,82,0,6,6,9,0,3,1,2
v1,642753,2,18,17,6,1921,1077,0,0,0,0,0,2,2,0,0,0,0
v2,951781,7,96,80,14,30240,8800,7120,1210,440,71,9,24,14,7,6,6,3
v2,938367,3,26,25,7,5925,1050,0,237,53,0,0,5,4,2,0,1,0
v1,523406,5,99,62,10,17856,4030,3100,1071,242,124,30,29,7,2,3,3,2
v1,516448,9,150,129,18,40893,15480,16512,2454,774,660,54,10,15,4,7,4,5
v1,589353,3,31,29,7,7105,1218,0,213,73,0,0,6,4,1,0,2,0
v2,904899,10,204,157,30,69394,34854,26690,416,349,187,16,44,24,14,13,4,8
v1,569263,1,4,4,5,1067,0,0,0,0,0,0,0,2,0,0,0,0
v1,612252,6,50,44,9,11088,3520,2684,554,211,107,22,7,7,3,7,3,4
v2,869434,4,39,34,9,7174,1870,2822,215,56,0,5,8,6,1,3,1,2
v1,499869,7,90,76,18,29792,7296,6308,1490,438,252,36,8,14,2,4,3,3
v1,638303,5,98,64,11,19136,5056,3200,574,303,128,29,29,12,3,3,3,2
v1,632522,4,38,34,11,7038,1054,2496,422,53,0,17,7,7,0,3,1,2
v2,904145,1,4,4,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v1,613525,2,18,17,5,1904,1080,0,0,0,0,0,2,2,0,0,0,0
v2,888908,7,99,82,18,31652,8610,6724,950,431,134,12,28,9,3,8,3,4
v2,885011,1,5,5,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v1,632703,2,15,14,7,1358,1063,0,0,0,0,0,1,2,0,0,0,0
v1,534542,4,39,34,10,7412,1326,2088,371,106,0,17,7,3,0,2,2,2
v1,669751,3,25,23,9,4232,874,0,169,52,0,0,5,4,0,0,0,0
v1,478807,2,15,14,6,1666,1051,0,0,0,0,0,1,2,0,0,0,0
v1,677502,10,170,146,25,52998,24382,22922,1060,975,688,67,7,29,5,8,7,5
v2,972571,1,5,5,5,1057,0,0,0,0,0,0,0,2,0,0,0,0
v1,679542,6,66,55,15,15950,3575,3355,798,250,134,24,8,8,3,4,6,3
v2,953405,5,108,54,11,17010,4698,2646,510,188,79,6,38,7,8,3,4,2
v2,941475,3,33,32,8,5568,1600,0,334,80,0,0,6,4,3,0,2,0
v2,879583,1,4,4,5,1072,0,0,0,0,0,0,0,2,0,0,0,0
v1,540314,3,33,30,9,4560,1500,0,274,90,0,0,6,4,2,0,0,0
v1,539872,1,4,4,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v2,910707,2,15,14,5,1344,966,0,0,0,0,0,2,2,0,0,0,0
v2,957080,5,118,55,15,18535,4455,2750,371,134,55,10,35,6,8,2,3,2
